i getaccept E*A dH rho ddH Q
0 1 2.907406921154902e-01 -1.113613786674250e-02 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 3.842272676724113e-01 -3.584199772376451e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 4.258779596058713e-01 -1.774040085365414e-03 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 4.414271004375994e-01 -8.098051630440750e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 4.520546143630578e-01 -1.281758422919665e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 4.792226186749297e-01 -1.430978706594033e-03 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 4.783718106898268e-01 -4.920862829749240e-05 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 4.897270942633257e-01 -6.215602079464588e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 4.784618071901148e-01 5.892875487916172e-04 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 4.767413306398235e-01 -1.074358442565426e-05 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 4.718015047737982e-01 5.310998221830232e-05 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 4.730645016270624e-01 -7.779334191582166e-05 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 4.784541596174564e-01 -1.598074040884967e-04 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 4.844489454906958e-01 -3.243973578719306e-04 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 4.810413740622981e-01 3.925010578313959e-04 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 4.786030686988766e-01 7.071488471410703e-05 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 4.732784420671200e-01 1.923468689710717e-04 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 4.744860299482961e-01 -5.914280791330384e-05 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 4.653778537887296e-01 5.185299123695586e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 4.790501196174879e-01 -5.379198209993774e-04 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 4.781003651359437e-01 -1.668389850237872e-04 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 4.782837826514696e-01 1.295247702728375e-04 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 4.825618439168623e-01 -8.536092263966566e-05 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 4.842149607279644e-01 -6.428118740586797e-05 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 4.745994456352789e-01 7.546613933300250e-04 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 4.765763883890506e-01 -8.252601219282951e-05 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 4.839901439085251e-01 -4.661787861550692e-04 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 4.829062811276819e-01 7.204392932180781e-05 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 4.796313445676883e-01 2.114054559569922e-04 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 4.775733202668505e-01 1.425379396096105e-04 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 4.673675021892559e-01 6.570140976691619e-04 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 4.705886594747951e-01 2.316018217243254e-04 1.000000000000000e+00 NA -0.000000000000000e+00
32 1 4.787565597436605e-01 -1.832762045523850e-04 1.000000000000000e+00 NA -0.000000000000000e+00
33 1 4.764775499750820e-01 3.937142546419636e-04 1.000000000000000e+00 NA -0.000000000000000e+00
34 1 4.796763620991817e-01 3.049546157853911e-04 1.000000000000000e+00 NA -0.000000000000000e+00
35 1 4.736555492657102e-01 1.552429812363698e-04 1.000000000000000e+00 NA -0.000000000000000e+00
36 1 4.763849402175074e-01 -7.366408681264147e-05 1.000000000000000e+00 NA -0.000000000000000e+00
37 1 4.656274790670252e-01 5.234814343566541e-04 1.000000000000000e+00 NA -0.000000000000000e+00
38 1 4.686501580616179e-01 -9.405151286046021e-05 1.000000000000000e+00 NA -0.000000000000000e+00
39 1 4.755330155095330e-01 -1.060973409039434e-04 1.000000000000000e+00 NA -0.000000000000000e+00
40 1 4.795699032072368e-01 -1.671131885814248e-04 1.000000000000000e+00 NA -0.000000000000000e+00
41 1 4.751109025324487e-01 3.682496862893458e-04 1.000000000000000e+00 NA -0.000000000000000e+00
42 1 4.704335557639733e-01 1.811654337871005e-04 1.000000000000000e+00 NA -0.000000000000000e+00
43 1 4.671573588014055e-01 -1.438312292521005e-04 1.000000000000000e+00 NA -0.000000000000000e+00
44 1 4.668581058101867e-01 -8.622164205007721e-05 1.000000000000000e+00 NA -0.000000000000000e+00
45 1 4.748977531954928e-01 -1.025861074595014e-04 1.000000000000000e+00 NA -0.000000000000000e+00
46 1 4.795010414102930e-01 -1.536433619548916e-04 1.000000000000000e+00 NA -0.000000000000000e+00
47 1 4.792995032296501e-01 9.517097987554735e-05 1.000000000000000e+00 NA -0.000000000000000e+00
48 1 4.837557841186347e-01 -1.031270585372113e-04 1.000000000000000e+00 NA -0.000000000000000e+00
